metabolite_identification	QC-3	QC-4	QC-5	QC-6	QC-7	QC-8	QC-9	QC-10	AS1	AS2	AS3	AS4	AS5	AS6	AS7	AS8	AS9	AS10	AS11	AS12	AS13	AS14	AS15	AS16	AS17	AS18	AS19	AS20	AS21	AS22	AS23	AS24	AS25	AS26	AS27	AS28	AS29	AS30	AS31	AS32	AS33	AS34	AS35	AS36	AS37	AS38	AS39	AS40	FU1	FU2	FU3	FU4	FU5	FU6	FU7	FU8	FU9	FU10	FU11	FU12	FU13	FU14	FU15	FU16	FU17	FU18	FU19	FU20	FU21	FU22	FU23	FU24	FU25	FU26	FU27	FU28	FU29	FU30	FU31	FU32	FU33	FU34	FU35	FU36	FU37	FU38	FU39	FU40
Galactonic acid	0.002439545	0.002411652	0.002636459	0.002583982	0.002478323	0.002611461	0.002802761	0.002941183	0.00236515	0.0000325	0.003358454	0.023380843	0.002020343	0.025958002	0.004459485	0.00000645	0.002605528	0.010125673	0.002895034	0.0000162	0.002616048	0.00622464	0.003670581	0.003772017	0.003586002	0.002747382	0.001399826	0.0028231	0.002404462	0.0000247	0.003212459	0.00278512	0.0000319	0.000429288	0.003337385	0.000334435	0.0000466	0.002984284	0.002842412	0.015437299	0.002771651	0.000114246	0.001815068	0.002565581	0.003584868	0.002293796	0.002709496	0.002013785	0.0000145	0.0000133	0.004459264	0.00000906	0.035971837	0.019942619	0.0000174	0.002585832	0.0000139	0.024285967	0.016162759	0.021612832	0.018825905	0.003977376	0.022177289	0.001752446	0.000057	0.001791724	0.002426058	0.002135317	0.013833005	0.003796652	0.020173044	0.0000183	0.021025674	0.014435164	0.014378401	0.00153959	0.000117483	0.001721337	0.001956383	0.016322684	0.003058104	0.023632687	0.002781881	0.000139719	0.025707139	0.002708247	0.013737289	0.021791134
Sophorose	0.024812864	0.027098407	0.029273569	0.022853397	0.022645355	0.026877255	0.020406837	0.024172622	0.006420701	0.00000393	0.004845291	0.000992931	0.027211012	0.118435032	0.030189956	0.001502924	0.033361144	0.022152975	0.023907241	0.015788353	0.04088087	0.014554329	0.109714149	0.031866442	0.014286926	0.026296624	0.007425706	0.039042128	0.022746576	0.007709622	0.038030012	0.034914951	0.053245398	0.058594243	0.056022435	0.107265885	0.095606604	0.033627213	0.015550094	0.060489808	0.022673033	0.003596374	0.005049214	0.010546156	0.061007912	0.011324246	0.017542912	0.020301035	0.060177593	0.056263121	0.047179112	0.158695191	0.252167995	0.029880393	0.132238226	0.042121752	0.000226249	0.093133041	0.098465966	0.093054582	7.94E-10	0.063391876	0.0000502	0.11480938	0.110158284	0.031250763	0.028422857	0.028931571	0.075037828	0.016225517	0.124877178	0.014461748	7.94E-10	7.94E-10	7.94E-10	0.010812937	0.065368049	0.044461912	0.010630791	0.080670454	0.014026483	0.116363483	0.010432753	7.94E-10	0.145313233	0.02113416	0.050999262	0.00000864
2-monopalmitin	0.003230552	0.003443581	0.0032326	0.003300064	0.003440876	0.003438502	0.003574443	0.003389587	0.00316375	0.003363447	0.002955126	0.002951378	0.00379296	0.003311323	0.003800638	0.003221103	0.004029937	0.004407415	0.003938838	0.004407274	0.003372111	0.002645418	0.00313703	0.003102412	0.003009409	0.003003494	0.00257951	0.002809078	0.00271137	0.002896355	0.003414149	0.002763059	0.003116925	0.004058635	0.002525368	0.004970184	0.003826944	0.004500946	0.004144312	0.00457429	0.004385369	0.003971535	0.003676447	0.00416267	0.004576782	0.003783634	0.004092276	0.002445559	0.005793794	0.004954274	0.004932704	0.004601786	0.004670466	0.004469144	0.004943122	0.004509	0.003595977	0.004835256	0.004824802	0.004926945	0.005294966	0.00482799	0.005402118	0.005583872	0.005895591	0.005668302	0.005635284	0.005150797	0.005471539	0.006508623	0.005932176	0.005843585	0.00589332	0.005202545	0.005518649	0.003073271	0.004045759	0.004118135	0.003507153	0.00347337	0.003717642	0.005451333	0.004136576	0.005384685	0.005132159	0.003963666	0.004131514	0.005029337
Xylofuranose	0.012463813	0.013962524	0.014391403	0.014945179	0.018244592	0.015881569	0.019057054	0.033919081	0.719536765	1.524997952	0.618299187	2.442613639	0.461248576	3.631637274	0.048932592	1.548148581	0.004448845	0.991829749	0.084305097	0.384306336	0.050729869	1.624499658	0.037995496	0.057606091	0.450940508	0.0145842	0.643810572	0.017869	0.062003559	0.789401155	0.013583086	0.008635893	0.231130526	0.161146468	0.016886843	0.056942124	0.041382102	0.801860339	0.347811944	1.60656678	0.451203938	0.536940505	0.218637295	0.192387431	0.237205296	0.767932854	0.112073292	0.010317855	1.466813856	1.421467575	3.432769434	4.278053758	7.954036817	2.604669528	3.681865766	1.033633331	0.727602972	2.714876143	2.744641914	3.319056516	3.048516831	1.748788433	3.483608362	3.368392662	2.855553848	0.037777914	0.2036127	0.141846831	1.751861004	0.815661769	3.411276662	1.405786156	3.62085457	2.48839013	2.437907071	0.184447021	2.058482871	1.544674854	0.048848731	2.131369668	0.040805023	3.676977369	0.487513595	5.532067267	4.076618377	1.304762603	1.603691168	3.06417078
Deoxycholic acid	0.006859186	0.007285161	0.007438012	0.00774263	0.007749507	0.008412664	0.008677943	0.009342098	0.015203008	0.012178111	0.009372152	0.015961515	0.010358778	0.014473321	0.00661167	0.011569011	0.006577604	0.01032263	0.007477981	0.010079909	0.006015998	0.010377162	0.006547235	0.006730142	0.010190673	0.006044504	0.010217346	0.0062865	0.007165381	0.010516442	0.007487897	0.006411638	0.007580448	0.011946422	0.006919612	0.008766923	0.005980625	0.01188605	0.009237917	0.011509159	0.009124611	0.010392621	0.008704643	0.012227285	0.008524334	0.008448761	0.010006415	0.004772966	0.014682001	0.012867441	0.014438082	0.016207573	0.021634479	0.012243524	0.013868046	0.010044009	0.009478003	0.013407725	0.011820623	0.013289376	0.014620225	0.012561301	0.013072428	0.013619746	0.013868295	0.009119281	0.009502796	0.008864623	0.011954144	0.013205636	0.014943397	0.014371662	0.013820554	0.011406701	0.011392782	0.006727818	0.011164202	0.010773731	0.0060268	0.011685878	0.008612228	0.015193915	0.011285693	0.016988576	0.015806681	0.010118584	0.010885145	0.014028109
Erythrotetrofuranose	0.010344506	0.004152364	0.016229353	0.0035422	0.004735296	0.010590538	0.009378481	0.001154849	0.009250458	0.001496979	0.010414649	0.00759929	0.010499415	0.09927353	0.010378937	0.006865625	0.015063928	0.014117675	0.006632758	0.014190236	0.005663677	0.006949704	0.008673039	0.014858267	0.010475493	0.00662434	0.006326615	0.014406727	0.006456854	0.018832029	0.019694317	0.017066603	0.015346885	0.009986088	0.023891147	0.033243009	0.03722807	0.016805365	0.02133574	0.002014257	0.008882917	0.01468015	0.002118559	0.010728301	0.014087108	0.003132297	0.002712911	0.005969609	0.018481128	0.011042627	0.009297778	0.006745049	0.009714965	0.006621256	0.001996727	0.005280803	0.004887379	0.079769223	0.008031601	0.007681382	0.0090762	0.005661151	0.008102636	0.006428251	0.007752215	0.029883311	0.004752372	0.007917504	0.00290154	0.00754503	0.015713703	0.012113793	0.002703849	0.006563624	0.001631533	0.003545515	0.007109348	0.008316995	0.014339289	0.002610108	0.005283865	0.008826983	0.003159205	0.004564793	0.017546769	0.01027958	0.00119609	0.006173999
"1,5-anhydroglucitol"	1.177193022	1.197771838	1.213558973	1.235964589	1.239808574	1.265853662	1.271721803	1.281378696	2.695591672	1.751885756	0.263810671	0.473425453	0.327428947	0.030354929	1.297691251	1.028823775	0.989497925	1.00254888	0.865327644	1.838947919	0.057257428	0.216778098	0.043916783	0.479195394	1.458353333	0.992817035	0.960757957	2.336261888	1.697827506	1.911678779	1.416779634	0.865085895	0.369812622	1.396938733	1.212294495	2.121188917	2.190460446	0.489771645	2.235960637	2.036540767	1.796686987	1.57794494	2.670875836	2.183973274	1.261691292	1.205609125	1.931346184	1.438332815	2.087716408	1.462679963	0.089807753	0.667000142	0.488548074	0.049000776	1.558961491	1.518226405	1.133677371	1.012727737	1.031176484	1.354753115	0.60785493	1.228940161	0.171507073	0.432651327	1.491859549	0.906529491	2.003284951	2.253314911	1.814744735	2.533864075	1.009684467	0.93350017	1.911484018	1.210074724	1.034797213	1.755202533	1.632766767	0.584948359	1.631126421	1.415436921	2.045041343	1.786127259	2.154352107	2.267789338	1.684009105	1.033778713	1.744154923	2.474024539
1-monoolein	0.177749966	0.167682981	0.148823611	0.143660391	0.11723754	0.142402614	0.137057334	0.144275332	0.205571436	0.184147844	0.114962443	0.113489522	0.153159647	0.116418336	0.383299348	0.196428997	0.186504103	0.101361033	0.168389006	0.139802605	0.261025058	0.114171228	0.235266131	0.143368869	0.119565512	0.313603125	0.098679139	0.310923891	0.134533505	0.105171256	0.196630241	0.19627791	0.14601466	0.138084826	0.165960355	0.068631578	0.202331555	0.097658722	0.098429534	0.058518479	0.075964821	0.12015842	0.099300644	0.129291824	0.102762251	0.089988257	0.143392751	0.132642526	0.179881235	0.085869615	0.085705165	0.050071384	0.046682171	0.099465575	0.058934889	0.147450956	0.068692895	0.043070144	0.054365621	0.062427139	0.080498307	0.036187308	0.0665952	0.036043055	0.11057462	0.14687738	0.179047768	0.163839585	0.085174256	0.079641017	0.056551749	0.08658265	0.077176994	0.100260352	0.053901506	0.117656728	0.072376464	0.097881698	0.102161253	0.076641302	0.126414171	0.099336503	0.087220112	0.08461409	0.068019272	0.084264595	0.077860885	0.064400937
Quinic acid	0.001075329	0.001266423	0.001229836	0.001204765	0.001384871	0.001467492	0.00156949	0.001540228	0.000682623	0.001394103	0.00113189	0.001543535	0.00033489	0.008918438	0.002309319	0.000834537	0.000382899	0.001209874	0.000876786	0.001074051	0.000351841	0.00075597	0.00108274	0.000306958	0.001112863	0.000609284	0.001042387	0.000310257	0.00022063	0.001330208	0.000452787	0.001148045	0.00083844	0.001203615	0.001044271	0.000244414	0.000776001	0.001388487	0.00064571	0.000853642	0.000648297	0.000680817	0.008604134	0.000344846	0.000950259	0.000790148	0.001014319	0.000205147	0.000934242	0.000417723	0.005976816	0.001983359	0.001075672	0.002674897	0.001036124	0.000617205	0.001312588	0.002136338	0.00444331	0.000385518	0.00159834	0.001698366	0.000972349	0.00314969	0.002281096	0.004340695	0.001235325	0.000271483	0.001708558	0.001992062	0.00143386	0.000795708	0.000677198	0.003109494	0.000786595	0.000786766	0.000918782	0.003468662	0.001166568	0.00126324	0.000549984	0.000963601	0.001677437	0.001031279	0.001336759	0.001069315	0.000170192	0.000310926
Ascorbic acid	0.004347156	0.005121604	0.006021575	0.006888779	0.008204195	0.012301597	0.027698691	0.061039035	0.003706279	0.003071178	0.003273324	0.003112141	0.004191144	0.003890719	0.004040742	0.003554306	0.003470413	0.003683344	0.003454303	0.003405358	0.003274829	0.00438952	0.003567624	0.00328299	0.003227464	0.003689627	0.003144598	0.003688321	0.003110096	0.003811912	0.003442401	0.003518196	0.003398607	0.003909559	0.003414155	0.003321584	0.003013593	0.004558537	0.003259892	0.004673646	0.004102545	0.004511707	0.003433128	0.003568092	0.004000134	0.00372061	0.005029579	0.003547644	0.006486989	0.004518801	0.005048623	0.00452884	0.005386583	0.005692514	0.004286193	0.00486617	0.003607375	0.004356259	0.004692625	0.004199253	0.005930231	0.005916392	0.006501528	0.005718272	0.006205838	0.010781189	0.009386329	0.006902044	0.007757226	0.011437987	0.008991676	0.00784611	0.008140944	0.007509431	0.006748118	0.005963216	0.006546862	0.006390878	0.00599585	0.005503089	0.007495568	0.007528236	0.006700496	0.006630479	0.010330111	0.012350498	0.009375542	0.010013851
Pinitol	0.00009	0.000127196	0.0000552	0.0000997	0.000247257	0.000254056	0.002663525	0.000214605	0.000966615	0.00094575	0.000452304	0.000645317	0.000863727	0.001257567	0.000320287	0.000884623	0.0000752	0.002360606	0.000261782	0.001342494	0.000692677	0.001062969	0.000245401	0.00074048	0.000763809	0.000236991	0.000418448	0.0000412	0.000265728	0.000639035	0.0000856	0.000025	0.000900503	0.001383221	0.000107298	0.000340193	0.000068	0.000935481	0.001140016	0.002469582	0.000888431	0.001101975	0.001048865	0.000686429	0.000802984	0.000753811	0.000556698	0.000061	0.001509379	0.001240257	0.001381769	0.00210573	0.002781368	0.000534495	0.001195985	0.001202625	0.001047801	0.002700008	0.001672029	0.002761406	0.00205027	0.001165707	0.002173476	0.002853793	0.001428743	0.00061637	0.000379857	0.000517373	0.001703069	0.002076725	0.002547522	0.001332314	0.002469649	0.000934866	0.001267846	0.000283885	0.001816697	0.000875247	0.000163995	0.002461673	0.000206744	0.002005167	0.000676234	0.002426212	0.002432414	0.001200425	0.001535125	0.003467144
"2,4-dihydroxy-pentanedioic acid"	0.004952337	0.005762251	0.00509328	0.00543616	0.005536297	0.005830548	0.005743901	0.006139059	0.009774531	0.003305507	0.007415024	0.00509804	0.002348926	0.005354672	0.010153704	0.006096121	0.002102597	0.003562744	0.003082953	0.004625625	0.001899638	0.003659473	0.003317141	0.003071612	0.00621192	0.002237533	0.003157528	0.002183663	0.002119114	0.005278857	0.00196087	0.002777421	0.001664754	0.00257807	0.002798102	0.002459665	0.003026149	0.00483964	0.003390358	0.004542166	0.004137232	0.005139569	0.006969636	0.002014917	0.012448936	0.003020308	0.00306299	0.002046905	0.004689379	0.002586679	0.010049357	0.009782196	0.002616934	0.00573226	0.025605242	0.004023198	0.003590565	0.020404138	0.002396683	0.002487634	0.003540052	0.005095918	0.003354999	0.00205553	0.027964833	0.00425007	0.057388281	0.002614419	0.00151798	0.006312081	0.006801706	0.002899262	0.005309698	0.001892086	0.002327082	0.039453333	0.003088741	0.00353959	0.00284512	0.00237716	0.002140354	0.004469313	0.003359973	0.011837353	0.005310666	0.00222075	0.002440346	0.007344646
D-tagatose	0.118982317	0.119935846	0.119216237	0.12226891	0.12391099	0.124703113	0.125389851	0.125877476	0.232796509	0.029430085	0.285414616	0.034860783	0.063968032	0.033971802	0.146517234	0.060237552	0.036269736	0.031271655	0.035513224	0.033376091	0.074470069	0.05655456	0.125244587	0.048344178	0.050644808	0.05009113	0.038132476	0.059334648	0.035910489	0.029742634	0.079695396	0.078451978	0.063860169	0.049809834	0.06168802	0.053531364	0.061771725	0.084851646	0.052010943	0.045078101	0.051572813	0.081302208	0.097247481	0.068411266	0.105877829	0.046117366	0.066255914	0.070960272	0.091423791	0.056313808	0.165597563	0.080777646	0.056669662	0.140448062	0.047098731	0.109797256	0.067135841	0.084896245	0.036533294	0.03261774	0.056653356	0.902065073	0.068346615	0.026219029	0.14175633	0.346442787	0.743665115	0.101936752	0.255606468	0.07656164	0.032065284	0.048889784	0.302985466	0.049950136	0.035663379	0.355423832	0.035073649	0.062174067	0.028452464	0.084372672	0.060739708	0.044572862	0.108108468	0.146071906	0.174315604	0.06777851	0.043506464	0.034985452
Sedoheptulose	0.003636643	0.003629582	0.003373133	0.004168134	0.004237885	0.004946058	0.003768406	0.004963186	0.00059245	0.014766651	0.003363764	0.030664564	0.007682143	0.051857392	0.006987836	0.020875076	0.002778453	0.009206752	0.0040129	0.000408506	0.00091051	0.02695165	0.000513246	0.001807325	0.005845445	0.002905401	0.012671625	0.003237886	0.003916839	0.010870377	0.002184434	0.002980751	0.000519491	0.001852666	0.001815846	0.003151583	0.003199282	0.031170457	0.011128083	0.021405077	0.008019793	0.008476668	0.001726269	0.001614816	0.0036124	0.012027831	0.00101839	0.002734198	0.009657085	0.010571553	0.065890063	0.030288179	0.061186888	0.051235075	0.004726738	0.010404564	0.000533886	0.016205745	0.023668623	0.016468241	0.017278928	0.025287046	0.039815211	0.024125828	0.008676379	0.001431481	0.065516903	0.007179119	0.011307818	0.000843248	0.020098883	0.014621445	0.033614468	0.000460896	0.017797211	0.01346454	0.015368761	0.017399244	0.001771498	0.014395244	0.001524256	0.024141057	0.010287869	0.003082473	0.045578189	0.011972815	0.010349107	0.028616173
Methyl alpha-d-glucopyranoside-hexadecanoate	0.011385478	0.01096306	0.011503851	0.011466018	0.012991802	0.012529109	0.012884903	0.01243343	0.113982682	0.078471624	0.04978746	0.130416497	0.025296393	0.187379879	0.001878725	0.09229591	0.009418012	0.055363376	0.012333422	0.045790234	0.003943573	0.10779231	0.001518143	0.005628884	0.031668613	0.011494621	0.069295952	0.013202347	0.025455789	0.087131404	0.015590146	0.003134589	0.010620441	0.014818312	0.009280755	0.017258322	0.008608272	0.112526549	0.059261909	0.115590234	0.061182401	0.043084665	0.024322412	0.029738467	0.030987859	0.069318349	0.021526656	0.008590766	0.072485501	0.048152416	0.250170503	0.203497782	0.228340217	0.000215286	0.122963229	0.073137034	0.19703031	0.161436417	0.114380053	0.088727054	0.05961657	0.112697556	0.131974817	0.11743764	0.158234882	0.018629827	0.028877127	0.015888813	0.087983003	0.106719473	0.102297166	0.012394622	0.183927852	0.092279504	0.089839537	0.03879403	0.097455282	0.070229367	0.01539828	0.072801623	0.02174196	0.241078032	0.088389564	0.217780988	0.151116668	0.05865496	0.060921454	0.217837159
D-ribose	0.052137402	0.055389182	0.05123892	0.054092307	0.052208802	0.057374608	0.058122414	0.060234315	0.277377534	0.130864259	0.211356018	0.230312026	0.082615816	0.335979568	0.06293823	0.175586989	0.018311394	0.088066125	0.032594837	0.064016481	0.026472984	0.206005443	0.484413347	0.025839297	0.087217165	0.020410503	0.115370977	0.028011966	0.027722268	0.1196105	0.034408261	0.033452645	0.03795807	0.038293778	0.029234634	0.027524712	0.023007849	0.232500142	0.088606974	0.178232465	0.095331083	0.090158192	0.074510497	0.065260899	0.077044169	0.114453003	0.048695919	0.030935351	0.124000347	0.087495723	0.394827134	0.260259651	0.400653762	0.314026736	0.193418433	0.136590682	0.145614601	0.180189131	0.178505142	0.135879033	0.142060144	0.478017717	0.281567806	0.178529197	0.219840134	0.162148326	0.326908015	0.073358763	0.202348138	0.172393461	0.158149125	0.139052904	0.342317705	0.144561241	0.141640812	0.192520801	0.137073126	0.158494999	0.030212074	0.13624422	0.044056358	0.210955916	0.106659448	0.335134492	0.380945246	0.12692692	0.101511428	0.223230106
Galactinol	0.003444813	0.002495455	0.003285874	0.003062078	0.003284446	0.004396114	0.004436727	0.003893228	0.003760478	0.003706729	0.002051257	0.003092015	0.002165074	0.0013236	0.004512646	0.004211076	0.003302765	0.004240087	0.004014033	0.001816938	0.001930013	0.003408263	0.001443139	0.002307887	0.002100758	0.002778237	0.00254342	0.002966467	0.002350798	0.002914546	0.002729288	0.001787303	0.002702348	0.009715002	0.001530715	0.005457758	0.002450643	0.002924331	0.002961092	0.003492227	0.003389949	0.002765325	0.002216082	0.002487359	0.003868001	0.00295463	0.00236537	0.001638069	0.024659716	0.013257035	0.020324644	0.014775437	0.019488058	0.018084346	0.02003844	0.016026218	0.008217375	0.013271535	0.016148486	0.013571337	0.021403313	0.015977425	0.018673256	0.016136316	0.021094934	0.017469531	0.018770762	0.017335085	0.015474093	0.021647647	0.022646312	0.000576131	0.01966375	0.018727731	0.01640286	0.012864501	0.01759427	0.016250056	0.016578598	0.01414986	0.01734626	0.026594532	0.01936596	0.035396438	0.024101172	0.01700647	0.026840292	0.020215321
Glucose	0.506341959	0.514147346	0.51448541	0.525163329	0.541227894	0.571332646	0.591014913	0.592214128	0.323921045	0.417629594	0.681544145	0.811382794	0.515394441	0.830208995	0.905657501	0.292432497	0.370228628	0.40564457	0.547277728	0.305191724	0.899865469	0.949685484	1.676752269	0.585058736	0.438181702	0.392970425	0.335390801	0.408258456	0.460570852	0.48647291	0.531067541	0.645388757	0.611416633	0.415266254	0.623718235	1.101552855	0.93714067	0.589811158	0.240812182	0.303706115	0.304793363	0.143238097	0.117081569	0.233487135	0.594719888	0.323094977	0.397415531	0.338513091	0.351820563	0.285068963	0.762536258	0.220939021	0.234730583	0.653503633	0.210872868	0.216993529	0.27978866	0.105697135	0.229165029	0.11939914	0.211951531	0.188199226	0.431586193	0.205020975	0.202345493	0.49557768	0.642660493	0.470046332	0.252244231	0.522520196	0.220844357	0.457807298	0.206526715	0.241327899	0.227097871	0.272126604	0.391354854	0.412072681	0.309583625	0.207296766	0.408436569	0.392475613	0.402930709	0.228945799	0.267408413	0.405288967	0.186012452	0.202258879
